title,genre,file_path
'test','DnB',D:\MusicSubset\DnB\614music+dancingwithspiritsfreedl.mp3
'one04 866609','DnB',D:\MusicSubset\DnB\axaschaller+one04.mp3
'Dead or Alive','DnB',D:\MusicSubset\DnB\beatcomplot+deadoralive.mp3
'*DnB* Panacea 1Hit Free DL!!!','DnB',D:\MusicSubset\DnB\beatjunkierato+dnbpanacea1hitfreedl.mp3
'*Jungle* Sensi |#1Hit Free DL!!!','DnB',D:\MusicSubset\DnB\beatjunkierato+junglesensi1hitfreedl.mp3
'War Paint','DnB',D:\MusicSubset\DnB\blackheartthesamurai+warpaint.mp3
'Bloctronic - get gone (Final)','DnB',D:\MusicSubset\DnB\bloctronic+bloctronicgetgoneftjasmineknight.mp3
'Splashback','DnB',D:\MusicSubset\DnB\breakbeatpimp+splashback.mp3
'cspaceSlowGrooveVersion 408620','DnB',D:\MusicSubset\DnB\chemicalmike+cspaceslowgrooveversion.mp3
'ArpeggioHeaven','DnB',D:\MusicSubset\DnB\chromophore+arpeggioheaven.mp3
'Billy Eilish remix master','DnB',D:\MusicSubset\DnB\cupastateprod+billieeilishlovelyremixbycupastateprod.mp3
'DarK NebuLa  Elementmp3','DnB',D:\MusicSubset\DnB\darknebula+element.mp3
'Harlem Valley','DnB',D:\MusicSubset\DnB\deepcut+harlemvalleyluvtheme.mp3
'EatMe_-_Play_Again','DnB',D:\MusicSubset\DnB\eatme+eatmeplayagain.mp3
'Ermac','DnB',D:\MusicSubset\DnB\ermac+noizedemonzandebtfreeermacpfmix.mp3
'Evzone','DnB',D:\MusicSubset\DnB\evzone+ifstringscouldkill.mp3
'Nemesis','DnB',D:\MusicSubset\DnB\exit303+nemesis.mp3
'Gilly Grippz','DnB',D:\MusicSubset\DnB\gillygrippz+jungliztroundup.mp3
'a sock is pink among us','DnB',D:\MusicSubset\DnB\highlifestudios+9mmstraightupdustmix.mp3
'GOOD VIBRATION ( MELODIC JUNGL','DnB',D:\MusicSubset\DnB\inox23+goodvibrationmelodicjungletek140bpm.mp3
'Prototype (ft Stuart Rynn)','DnB',D:\MusicSubset\DnB\jamespaddock+prototypeftstuartrynn.mp3
'Massivemp3','DnB',D:\MusicSubset\DnB\koolaidtreez+massive.mp3
'Certified Dangerous','DnB',D:\MusicSubset\DnB\krystalrecordings+certifieddangerousdjmazzifeatseashadow.mp3
"""You Can't Escape Me""",'DnB',D:\MusicSubset\DnB\kylesnyder+youcantescapeme.mp3
'Poke','DnB',D:\MusicSubset\DnB\lemmino+lemminochallengerfreedownload.mp3
'Lexodius  F*** Off','DnB',D:\MusicSubset\DnB\lexodius+foff.mp3
'We Are Being Watched','DnB',D:\MusicSubset\DnB\lexodius+wearebeingwatched.mp3
'The Fever','DnB',D:\MusicSubset\DnB\lowtekpredator+thefever.mp3
'245','DnB',D:\MusicSubset\DnB\mctrickeyd+245.mp3
'Shambling Dead','DnB',D:\MusicSubset\DnB\oozish+shamblingdead.mp3
'Grounded','DnB',D:\MusicSubset\DnB\rememberingsteadyeddie+grounded.mp3
'Damnation Island','DnB',D:\MusicSubset\DnB\residentacid+damnationisland.mp3
'Arp Break','DnB',D:\MusicSubset\DnB\rickyoto+arpbreak.mp3
'Pretending','DnB',D:\MusicSubset\DnB\samuraichamploo123+pretending.mp3
'Lazy Piano (wersja poczatkowa)','DnB',D:\MusicSubset\DnB\sergiuszwinogrodzki+lazypianowersjapoczatkowa.mp3
'Starlight 05-08-2019 00-20-239','DnB',D:\MusicSubset\DnB\squeen68+starlight050820190020239.mp3
'mix','DnB',D:\MusicSubset\DnB\stellarartwars+mayflyftkarasquare.mp3
'SwitcherZ - The Jade Sword','DnB',D:\MusicSubset\DnB\switcherz+switcherzthejadesword.mp3
'Realisation','DnB',D:\MusicSubset\DnB\thrednet+realisation.mp3
'Kenny Rogers is Drunk','DnB',D:\MusicSubset\DnB\vectorvistar+kennyrogersisdrunk.mp3
'The War Within','Dubstep',D:\MusicSubset\Dubstep\001-1376930-The ARTISANS Beats-The War Within.mp3
'Asteroid','Dubstep',D:\MusicSubset\Dubstep\002-1272806-Syun Nakano-Asteroid.mp3
'Jager','Dubstep',D:\MusicSubset\Dubstep\003-1405009-Titan Slayer-Jager.mp3
'Controwla - Predator','Dubstep',D:\MusicSubset\Dubstep\004-1290381-lexoflex-Controwla - Predator.mp3
'Redemption','Dubstep',D:\MusicSubset\Dubstep\005-1351575-Killo-Gram-Redemption.mp3
'Cinematic Dubstep Trailer','Dubstep',D:\MusicSubset\Dubstep\006-1358334-T-Trider-Cinematic Dubstep Trailer.mp3
'Epic Electro Dubstep','Dubstep',D:\MusicSubset\Dubstep\007-1415139-SunSmileMusic-Epic Electro Dubstep.mp3
'Epic Dubstep Trailer','Dubstep',D:\MusicSubset\Dubstep\008-1335487-Martian-Epic Dubstep Trailer.mp3
'Action Epic Dubstep','Dubstep',D:\MusicSubset\Dubstep\009-1339148-GhostBoxAudio-Action Epic Dubstep.mp3
'The 4th Quadrant','Dubstep',D:\MusicSubset\Dubstep\01-1572996-Mischapex-The 4th Quadrant.mp3
'This is a dub','Dubstep',D:\MusicSubset\Dubstep\01-1622851-Mischapex-This is a dub.mp3
'Johaness Gilther - Why (Jockenbauer Mix)','Dubstep',D:\MusicSubset\Dubstep\010-1236322-2Inventions-Johaness Gilther - Why _Jockenbauer Mix_.mp3
'Epic Dubstep','Dubstep',D:\MusicSubset\Dubstep\011-1386899-Exselsor-Epic Dubstep.mp3
'Epic Dubstep Hybrid Orchestral','Dubstep',D:\MusicSubset\Dubstep\012-1419695-PetRUalitY-Epic Dubstep Hybrid Orchestral.mp3
'Inspiration Dubstep','Dubstep',D:\MusicSubset\Dubstep\013-1444150-AlexZavesa-Inspiration Dubstep.mp3
'Epic Cinematic Dubstep','Dubstep',D:\MusicSubset\Dubstep\014-999769-Akashic Records-Epic Cinematic Dubstep.mp3
'Dream','Dubstep',D:\MusicSubset\Dubstep\02-1572997-Mischapex-Dream.mp3
'Bad cup','Dubstep',D:\MusicSubset\Dubstep\02-1622854-Mischapex-Bad cup.mp3
'Cutoff-Sky -  In Between','Dubstep',D:\MusicSubset\Dubstep\02-1644944-Cutoff_Sky-Cutoff-Sky -  In Between.mp3
'Righteous','Dubstep',D:\MusicSubset\Dubstep\03-1572998-Mischapex-Righteous.mp3
'Tremes','Dubstep',D:\MusicSubset\Dubstep\03-1622853-Mischapex-Tremes.mp3
'Holy business','Dubstep',D:\MusicSubset\Dubstep\04-1572999-Mischapex-Holy business.mp3
'Born free','Dubstep',D:\MusicSubset\Dubstep\04-1622852-Mischapex-Born free.mp3
'Cutoff-Sky -  Night Rituals','Dubstep',D:\MusicSubset\Dubstep\04-1644942-Cutoff_Sky-Cutoff-Sky -  Night Rituals.mp3
'Cutoff-Sky - Ritual4 (Tenebrax remix)','Dubstep',D:\MusicSubset\Dubstep\06-1644945-Cutoff_Sky-Cutoff-Sky - Ritual4 _Tenebrax remix_.mp3
'Cutoff-Sky - Ritual4','Dubstep',D:\MusicSubset\Dubstep\07-1644940-Cutoff_Sky-Cutoff-Sky - Ritual4.mp3
'Cutoff-Sky - Clouds','Dubstep',D:\MusicSubset\Dubstep\10-1644937-Cutoff_Sky-Cutoff-Sky - Clouds.mp3
'Cutoff-Sky - Timeshall','Dubstep',D:\MusicSubset\Dubstep\20-1644927-Cutoff_Sky-Cutoff-Sky - Timeshall.mp3
'Cutoff-Sky - Celebration of Death','Dubstep',D:\MusicSubset\Dubstep\22-1644925-Cutoff_Sky-Cutoff-Sky - Celebration of Death.mp3
'Cutoff-Sky - Black Rain','Dubstep',D:\MusicSubset\Dubstep\24-1644923-Cutoff_Sky-Cutoff-Sky - Black Rain.mp3
'Cutoff-Sky - Come Again','Dubstep',D:\MusicSubset\Dubstep\25-1644921-Cutoff_Sky-Cutoff-Sky - Come Again.mp3
'Cutoff-Sky - Save the Earth','Dubstep',D:\MusicSubset\Dubstep\26-1644919-Cutoff_Sky-Cutoff-Sky - Save the Earth.mp3
'Cutoff-Sky - The Future (Oleg Xaler edit)','Dubstep',D:\MusicSubset\Dubstep\27-1644918-Cutoff_Sky-Cutoff-Sky - The Future _Oleg Xaler edit_.mp3
'Adventure Club  Wonder (Absent','Dubstep',D:\MusicSubset\Dubstep\absenthero+adventureclubwonderabsentheroremix.mp3
'Methamphetamine','Dubstep',D:\MusicSubset\Dubstep\Alyiann_-_01_-_Methamphetamine (1).mp3
'The Northern Lights','Dubstep',D:\MusicSubset\Dubstep\Alyiann_-_02_-_The_Northern_Lights (1).mp3
'Love Stimulator (Dub styl&101)','Dubstep',D:\MusicSubset\Dubstep\amrus+lovestimulatordubstepremixv1.mp3
'Overlooking Eternity','Dubstep',D:\MusicSubset\Dubstep\Anima_-_01_-_Overlooking_Eternity.mp3
'Incubating In Ice','Dubstep',D:\MusicSubset\Dubstep\Anima_-_02_-_Incubating_In_Ice.mp3
'You Are Truth','Dubstep',D:\MusicSubset\Dubstep\Anima_-_04_-_You_Are_Truth.mp3
'Lenore The Iguana','Garage Rock',D:\MusicSubset\Garage\Apache_Tomcat_-_01_-_Lenore_The_Iguana.mp3
'Future Tinder Monster','Garage Rock',D:\MusicSubset\Garage\Apache_Tomcat_-_02_-_Future_Tinder_Monster.mp3
'Blanca','Garage Rock',D:\MusicSubset\Garage\Apache_Tomcat_-_03_-_Blanca.mp3
'The New Normal','Garage Rock',D:\MusicSubset\Garage\Apache_Tomcat_-_04_-_The_New_Normal.mp3
'Moth Man','Garage Rock',D:\MusicSubset\Garage\Apache_Tomcat_-_05_-_Moth_Man.mp3
'Four Wave Intersection','Garage Rock',D:\MusicSubset\Garage\Apache_Tomcat_-_06_-_Four_Wave_Intersection.mp3
'White Water','Garage Rock',D:\MusicSubset\Garage\Apache_Tomcat_-_07_-_White_Water.mp3
'Efficacy','Garage Rock',D:\MusicSubset\Garage\Apache_Tomcat_-_08_-_Efficacy.mp3
'More of It','Garage Rock',D:\MusicSubset\Garage\Apache_Tomcat_-_09_-_More_of_It.mp3
'Lose Your Head','Garage Rock',D:\MusicSubset\Garage\Apache_Tomcat_-_10_-_Lose_Your_Head.mp3
"""Suddenly It Occurs To Me There's No Ocean Here""",'Garage Rock',D:\MusicSubset\Garage\Artificial_Intelligence_in_Texas_-_10_-_Suddenly_It_Occurs_To_Me_Theres_No_Ocean_Here.mp3
'Rad Racer','Garage Rock',D:\MusicSubset\Garage\Atomicos_-_02_-_Rad_Racer.mp3
'Living Nightmare (Snowflake Mix)','Garage Rock',D:\MusicSubset\Garage\Blue_Wave_Theory_-_01_-_Living_Nightmare_Snowflake_Mix.mp3
'Skyhawk Beach','Garage Rock',D:\MusicSubset\Garage\Blue_Wave_Theory_-_04_-_Skyhawk_Beach.mp3
'Beach Closed No Surfing','Garage Rock',D:\MusicSubset\Garage\Blue_Wave_Theory_-_05_-_Beach_Closed_No_Surfing.mp3
"'Hang Loose (Spinningmerkaba Mix) [feat DJ Vadim, Kara Square]'",'Garage Rock',D:\MusicSubset\Garage\Blue_Wave_Theory_-_05_-_Hang_Loose_Spinningmerkaba_Mix_feat_DJ_Vadim_Kara_Square.mp3
'Road Hazard','Garage Rock',D:\MusicSubset\Garage\Blue_Wave_Theory_-_06_-_Road_Hazard.mp3
'Lava Spout','Garage Rock',D:\MusicSubset\Garage\Blue_Wave_Theory_-_07_-_Lava_Spout.mp3
'Mermaids in Japan (Spinmeister Mix)','Garage Rock',D:\MusicSubset\Garage\Blue_Wave_Theory_-_10_-_Mermaids_in_Japan_Spinmeister_Mix.mp3
'Hanging Eleven (Kara Square Mix)','Garage Rock',D:\MusicSubset\Garage\Blue_Wave_Theory_-_18_-_Hanging_Eleven_Kara_Square_Mix.mp3
'No one wanna stay a lonely person','Garage Rock',D:\MusicSubset\Garage\Break_The_Bans_-_04_-_No_one_wanna_stay_a_lonely_person.mp3
"""I'm in love with you tonight""",'Garage Rock',D:\MusicSubset\Garage\Break_The_Bans_-_05_-_Im_in_love_with_you_tonight.mp3
'A million ways to break your heart','Garage Rock',D:\MusicSubset\Garage\Break_The_Bans_-_06_-_A_million_ways_to_break_your_heart.mp3
'Victim','Garage Rock',D:\MusicSubset\Garage\Break_The_Bans_-_07_-_Victim.mp3
'All or nothing','Garage Rock',D:\MusicSubset\Garage\Break_The_Bans_-_08_-_All_or_nothing.mp3
'Beautiful and young','Garage Rock',D:\MusicSubset\Garage\Break_The_Bans_-_09_-_Beautiful_and_young.mp3
'Rubituckin','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_01_-_Rubituckin.mp3
'Reckless Breakfast','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_02_-_Reckless_Breakfast.mp3
'Swimming Upstream','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_03_-_Swimming_Upstream.mp3
'A Short Leash','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_04_-_A_Short_Leash.mp3
'Tinfoil Friend','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_05_-_Tinfoil_Friend.mp3
'Warm and Ripe','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_06_-_Warm_and_Ripe.mp3
'Queen of My World','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_07_-_Queen_of_My_World.mp3
'Declaration','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_08_-_Declaration.mp3
'Rubber Trees','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_09_-_Rubber_Trees.mp3
'Damage','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_10_-_Damage.mp3
'Arrogance','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_11_-_Arrogance.mp3
'Shut The Fuck UP','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_12_-_Shut_The_Fuck_UP.mp3
'Adult Things','Garage Rock',D:\MusicSubset\Garage\CrumbSnatchers_-_13_-_Adult_Things.mp3
'stormy sunset','Garage Rock',D:\MusicSubset\Garage\Dee_Yan-Key_-_01_-_stormy_sunset.mp3
'Sunset - Mariano Novoa','House',D:\MusicSubset\House\001-1402644-Mariano Novoa-Sunset - Mariano Novoa.mp3
'LVIN - Freak (Extended Mix)','House',D:\MusicSubset\House\002-1417233-Delta Worldwide Group-LVIN - Freak _Extended Mix_.mp3
'Talyk - So Good','House',D:\MusicSubset\House\003-1453823-Delta Worldwide Group-Talyk - So Good.mp3
'Shot In The Dark','House',D:\MusicSubset\House\01-1562623-Beat Doctor-Shot In The Dark.mp3
'cloud','House',D:\MusicSubset\House\01-1579098-AKS_amp_El project-cloud.mp3
'Let s get started','House',D:\MusicSubset\House\01-1591756-Modern Acid Society-Let s get started.mp3
'Shopping Zombies-They pretend','House',D:\MusicSubset\House\01-1605195-Various Artists-Shopping Zombies-They pretend.mp3
'Mr.DeVo!-Is this my house','House',D:\MusicSubset\House\01-1626025-Various Artists-Mr.DeVo_-Is this my house.mp3
'Skyline','House',D:\MusicSubset\House\01-1631019-Paul Seling-Skyline.mp3
'01.Una Sera A Napoli','House',D:\MusicSubset\House\01-1639361-A.K.1974-01.Una Sera A Napoli.mp3
'Troelus Idiotous-Orient Express','House',D:\MusicSubset\House\01-1655588-Various Artists-Troelus Idiotous-Orient Express.mp3
'Mr.DeVo!-Acid snake','House',D:\MusicSubset\House\01-1667458-Various Artists-Mr.DeVo_-Acid snake.mp3
'Listen','House',D:\MusicSubset\House\01-1674131-Here_s not here-Listen.mp3
'Kerfuffle','House',D:\MusicSubset\House\01_AFM_-_Kerfuffle.mp3
"""Dropin'""",'House',D:\MusicSubset\House\01_Bobby_Marleni_-_Dropin.mp3
'Osc 3','House',D:\MusicSubset\House\01_DCM_-_Osc_3.mp3
'Bad Man (Original Edit)','House',D:\MusicSubset\House\02-1562619-Beat Doctor-Bad Man _Original Edit_.mp3
'morning','House',D:\MusicSubset\House\02-1579099-AKS_amp_El project-morning.mp3
'Disturbance','House',D:\MusicSubset\House\02-1591760-Modern Acid Society-Disturbance.mp3
'ZZZZZ-Late Night Television','House',D:\MusicSubset\House\02-1626024-Various Artists-ZZZZZ-Late Night Television.mp3
'Sunset','House',D:\MusicSubset\House\02-1631021-Paul Seling-Sunset.mp3
'02.Airport Walk','House',D:\MusicSubset\House\02-1639362-A.K.1974-02.Airport Walk.mp3
'ZZZZZ-Feel the heat','House',D:\MusicSubset\House\02-1655591-Various Artists-ZZZZZ-Feel the heat.mp3
'Here s not here-I Am No One','House',D:\MusicSubset\House\02-1667459-Various Artists-Here s not here-I Am No One.mp3
'Acid rape','House',D:\MusicSubset\House\02-1671256-Mr.DeVo_-Acid rape.mp3
'Stardust','House',D:\MusicSubset\House\02-1674132-Here_s not here-Stardust.mp3
'Sometimes','House',D:\MusicSubset\House\02_AFM_-_Sometimes.mp3
'Beautiful','House',D:\MusicSubset\House\02_Bobby_Marleni_-_Beautiful.mp3
'Elevación','House',D:\MusicSubset\House\02_DCM_-_Elevacion.mp3
'Too Retro','House',D:\MusicSubset\House\03-1562624-Beat Doctor-Too Retro.mp3
'baby','House',D:\MusicSubset\House\03-1579100-AKS_amp_El project-baby.mp3
'Plata o plomo','House',D:\MusicSubset\House\03-1591759-Modern Acid Society-Plata o plomo.mp3
'Practitune-Ming Lee loves you','House',D:\MusicSubset\House\03-1605196-Various Artists-Practitune-Ming Lee loves you.mp3
'Modern Acid Society-Houwsie','House',D:\MusicSubset\House\03-1626026-Various Artists-Modern Acid Society-Houwsie.mp3
'03.Rise','House',D:\MusicSubset\House\03-1639360-A.K.1974-03.Rise.mp3
'Modern Acid Society-Disturbance','House',D:\MusicSubset\House\03-1667461-Various Artists-Modern Acid Society-Disturbance.mp3
'Shukaku','House',D:\MusicSubset\House\03_AFM_-_Shukaku.mp3
'Filet Mignon','House',D:\MusicSubset\House\03_Bobby_Marleni_-_Filet_Mignon.mp3
'Oblivion','House',D:\MusicSubset\House\03_DCM_-_Oblivion.mp3
'SoulStarr','House',D:\MusicSubset\House\2muchbacktrackorchestra+soulstarr.mp3
'Into Hyperspace','Indie Rock',D:\MusicSubset\Indie\Astrometrics_-_01_-_Into_Hyperspace.mp3
'Fire in the Mountains','Indie Rock',D:\MusicSubset\Indie\Astrometrics_-_02_-_Fire_in_the_Mountains.mp3
'A Brief History of the Calculus','Indie Rock',D:\MusicSubset\Indie\Astrometrics_-_04_-_A_Brief_History_of_the_Calculus.mp3
'Gone','Indie Rock',D:\MusicSubset\Indie\Audiobinger_-_Gone.mp3
'Awake mastered','Indie Rock',D:\MusicSubset\Indie\Awake_mastered.mp3
'The Beginning','Indie Rock',D:\MusicSubset\Indie\Celebration_Symphony_Orchestra_-_01_-_The_Beginning.mp3
'Seventy Years Of Disappointment','Indie Rock',D:\MusicSubset\Indie\Celebration_Symphony_Orchestra_-_02_-_Seventy_Years_Of_Disappointment.mp3
'The Story Of The Dying Seed','Indie Rock',D:\MusicSubset\Indie\Celebration_Symphony_Orchestra_-_03_-_The_Story_Of_The_Dying_Seed.mp3
'The End For Which The World Was Made','Indie Rock',D:\MusicSubset\Indie\Celebration_Symphony_Orchestra_-_04_-_The_End_For_Which_The_World_Was_Made.mp3
'Need That Rush','Indie Rock',D:\MusicSubset\Indie\Cult_Fantastic_-_01_-_Need_That_Rush.mp3
'Animal','Indie Rock',D:\MusicSubset\Indie\Cult_Fantastic_-_02_-_Animal.mp3
'Hello Tomorrow','Indie Rock',D:\MusicSubset\Indie\Cult_Fantastic_-_03_-_Hello_Tomorrow.mp3
'Screens','Indie Rock',D:\MusicSubset\Indie\Cult_Fantastic_-_04_-_Screens.mp3
'Movimiento','Indie Rock',D:\MusicSubset\Indie\Danke_Sun_-_01_-_Movimiento.mp3
'A Contra Luz','Indie Rock',D:\MusicSubset\Indie\Danke_Sun_-_02_-_A_Contra_Luz.mp3
'Al Final','Indie Rock',D:\MusicSubset\Indie\Danke_Sun_-_03_-_Al_Final.mp3
'Miss Interrupción','Indie Rock',D:\MusicSubset\Indie\Danke_Sun_-_04_-_Miss_Interrupcin.mp3
'Give Me Your Love','Indie Rock',D:\MusicSubset\Indie\David_Ryan_-_Give_Me_Your_Love.mp3
'Illusions Part 1','Indie Rock',D:\MusicSubset\Indie\Delicasession_-_06_-_Illusions_Part_1.mp3
'Discovery mastered','Indie Rock',D:\MusicSubset\Indie\Discovery_mastered.mp3
'Bridge to Awareness','Indie Rock',D:\MusicSubset\Indie\Don_Lennon_-_09_-_Bridge_to_Awareness.mp3
'Drift mastered','Indie Rock',D:\MusicSubset\Indie\Drift_mastered.mp3
'Hardest Part','Indie Rock',D:\MusicSubset\Indie\Dude_Tour_-_10_-_Hardest_Part.mp3
'Harder To Survive','Indie Rock',D:\MusicSubset\Indie\Dude_Tour_-_11_-_Harder_To_Survive.mp3
'Merry Xmas','Indie Rock',D:\MusicSubset\Indie\Dude_Tour_-_15_-_Merry_Xmas.mp3
'Escape mastered','Indie Rock',D:\MusicSubset\Indie\Escape_mastered.mp3
'She Had Exquisite Frosting Penmanship','Indie Rock',D:\MusicSubset\Indie\Exquisite_Frosting_Penmanship_-_02_-_She_Had_Exquisite_Frosting_Penmanship.mp3
"'For Rachel, Who Has A Cold'",'Indie Rock',D:\MusicSubset\Indie\Exquisite_Frosting_Penmanship_-_03_-_For_Rachel_Who_Has_A_Cold.mp3
'Junk Vultures','Indie Rock',D:\MusicSubset\Indie\Exquisite_Frosting_Penmanship_-_04_-_Junk_Vultures.mp3
'Lost Dogs Of Hurricane Rita','Indie Rock',D:\MusicSubset\Indie\Exquisite_Frosting_Penmanship_-_05_-_Lost_Dogs_Of_Hurricane_Rita.mp3
'Shark Under A Tarpaulin','Indie Rock',D:\MusicSubset\Indie\Exquisite_Frosting_Penmanship_-_06_-_Shark_Under_A_Tarpaulin.mp3
'Forces of Attraction mastered','Indie Rock',D:\MusicSubset\Indie\Forces_of_Attraction_mastered.mp3
'Move Along (Instrumental)','Indie Rock',D:\MusicSubset\Indie\Forget_the_Whale_-_02_-_Move_Along_Instrumental.mp3
'Sol vs Luna','Indie Rock',D:\MusicSubset\Indie\Greg_Atkinson_-_01_-_Sol_vs_Luna.mp3
'Secular Games','Indie Rock',D:\MusicSubset\Indie\gunctrl_-_04_-_Secular_Games.mp3
'Sulphur','Indie Rock',D:\MusicSubset\Indie\gunctrl_-_06_-_Sulphur.mp3
'Horace','Indie Rock',D:\MusicSubset\Indie\gunctrl_-_09_-_Horace.mp3
'JD Blunderbuss - Safety Net','Indie Rock',D:\MusicSubset\Indie\JD_Blunderbuss_-_Safety_Net.mp3
'Part 1','Indie Rock',D:\MusicSubset\Indie\Jeff_Rosenstock_-_01_-_Part_1.mp3
'Part 2','Indie Rock',D:\MusicSubset\Indie\Jeff_Rosenstock_-_02_-_Part_2.mp3
'Calvin Klein','Techno',D:\MusicSubset\Techno\01 - Necko - Calvin Klein.mp3
'Boltox','Techno',D:\MusicSubset\Techno\01-1576606-AUDA _amp_ MAYOR-Boltox.mp3
'In the tunnel','Techno',D:\MusicSubset\Techno\01-1582665-ISItheDreaMakeR-In the tunnel.mp3
'The Radiator-Warm flesh','Techno',D:\MusicSubset\Techno\01-1582987-Various Artists-The Radiator-Warm flesh.mp3
'my wish','Techno',D:\MusicSubset\Techno\01-1605227-Sokarus-my wish.mp3
'Constructive 1.0 (Original Edit)','Techno',D:\MusicSubset\Techno\01-1623944-Data Collaborate-Constructive 1.0 _Original Edit_.mp3
'Alte Schule','Techno',D:\MusicSubset\Techno\01-1630063-Data Collaborate-Alte Schule.mp3
'80s','Techno',D:\MusicSubset\Techno\01-1652562-_029_-80s.mp3
'Robocop on steroids','Techno',D:\MusicSubset\Techno\01-1671255-Mr.DeVo_-Robocop on steroids.mp3
'Methamphetamine','Techno',D:\MusicSubset\Techno\01-Alyiann-Methamphetamine.mp3
'Rising Surge','Techno',D:\MusicSubset\Techno\017-1429654-Carlos Butler-Rising Surge.mp3
'warm-up!','Techno',D:\MusicSubset\Techno\01_hermetico_-_warm-up.mp3
 ,'Techno',D:\MusicSubset\Techno\01_Sector4_Distance.mp3
'Aquatic','Techno',D:\MusicSubset\Techno\02 - Necko - Aquatic.mp3
'OT-03','Techno',D:\MusicSubset\Techno\02 - OT-03.mp3
'Doom Techno','Techno',D:\MusicSubset\Techno\02-1576607-AUDA _amp_ MAYOR-Doom Techno.mp3
'HardHouse way','Techno',D:\MusicSubset\Techno\02-1582463-ISItheDreaMakeR-HardHouse way.mp3
'Spoiled Egg-The Delay','Techno',D:\MusicSubset\Techno\02-1582988-Various Artists-Spoiled Egg-The Delay.mp3
'my understanding','Techno',D:\MusicSubset\Techno\02-1605228-Sokarus-my understanding.mp3
'Constructive 1.1 (Techno Mix)','Techno',D:\MusicSubset\Techno\02-1623946-Data Collaborate-Constructive 1.1 _Techno Mix_.mp3
'Supersofter (Original Edit)','Techno',D:\MusicSubset\Techno\02-1630066-Data Collaborate-Supersofter _Original Edit_.mp3
'Cheese Burger','Techno',D:\MusicSubset\Techno\02-1652794-_029_-Cheese Burger.mp3
'The Northern Lights','Techno',D:\MusicSubset\Techno\02-Alyiann-TheNorthernLights.mp3
'Busted','Techno',D:\MusicSubset\Techno\029_-_01_-_Busted.mp3
'Galvan','Techno',D:\MusicSubset\Techno\029_-_02_-_Galvan.mp3
'Tribal','Techno',D:\MusicSubset\Techno\029_-_03_-_Tribal.mp3
'Unknown Orchestra','Techno',D:\MusicSubset\Techno\029_-_03_-_Unknown_Orchestra.mp3
'De la Rue','Techno',D:\MusicSubset\Techno\029_-_04_-_De_la_Rue.mp3
'isaku','Techno',D:\MusicSubset\Techno\02_hermetico_-_isaku.mp3
 ,'Techno',D:\MusicSubset\Techno\02_Sector4_Lighttube.mp3
'Touch Me','Techno',D:\MusicSubset\Techno\03 - Necko - Touch Me.mp3
'Beast','Techno',D:\MusicSubset\Techno\03-1576604-AUDA _amp_ MAYOR-Beast.mp3
'ElecJay (Hardtech lo-fi edit)','Techno',D:\MusicSubset\Techno\03-1582460-ISItheDreaMakeR-ElecJay _Hardtech lo-fi edit_.mp3
'my space','Techno',D:\MusicSubset\Techno\03-1605225-Sokarus-my space.mp3
'Machine Room (Original Mix)','Techno',D:\MusicSubset\Techno\03-1623947-Data Collaborate-Machine Room _Original Mix_.mp3
'Supersofter (Schranz Mix)','Techno',D:\MusicSubset\Techno\03-1630065-Data Collaborate-Supersofter _Schranz Mix_.mp3
'Dirty Hands','Techno',D:\MusicSubset\Techno\03-1652565-_029_-Dirty Hands.mp3
'daisy daisy','Techno',D:\MusicSubset\Techno\03_hermetico_-_daisy-daisy.mp3
 ,'Techno',D:\MusicSubset\Techno\03_Sector4_Tempelhof.mp3
'Studoby','Techno',D:\MusicSubset\Techno\04 - Necko - Studoby.mp3
